288 788
287 790
285 798
263 803
261 808
248 813
239 814
237 817
225 823
224 827
216 828
214 838
213 851
209 854
208 855
202 858
201 859
200 864
192 869
191 878
190 879
189 880
188 889
184 900
185 898
178 904
176 908
174 917
168 918
167 928
166 932
165 941
164 944
160 959
154 971
153 977
152 983
150 996
146 999
144 1003
143 1017
142 1024
141 1036
140 1054
137 1060
136 1061
135 1078
132 1080
131 1083
128 1087
126 1095
120 1109
119 1128
118 1142
117 1145
116 1156
115 1171
113 1173
112 1174
111 1189
108 1191
106 1192
105 1198
104 1201
102 1214
101 1233
98 1238
96 1248
95 1267
94 1286
93 1296
92 1306
91 1325
88 1335
87 1354
86 1364
85 1368
84 1376
83 1391
82 1406
81 1421
80 1443
79 1478
78 1488
77 1523
76 1544
75 1564
74 1584
73 1622
72 1644
71 1703
70 1762
69 1814
68 1884
67 1967
66 2037
65 2081
64 2125
